Unnamed: 0,no,gender,age,height,weight,bmi,griffith,sensitivity,preference,environment,tsv,season,date,time,room,ta,hr,va
26,1.0,1.0,23.0,173.0,71.4,23.86,-0.06,0.0,-1.0,1.0,1.0,1,2021/1/17,09:00:00,6,20.9,15.7,0.48
27,1.0,1.0,23.0,173.0,71.4,23.86,-0.06,0.0,-1.0,1.0,1.0,1,2021/1/17,09:30:00,6,21.4,17.4,0.6
14,1.0,1.0,23.0,173.0,71.4,23.86,-0.06,0.0,-1.0,1.0,1.0,1,2021/1/17,10:00:00,6,22.0,17.5,0.48
15,1.0,1.0,23.0,173.0,71.4,23.86,-0.06,0.0,-1.0,1.0,1.0,1,2021/1/17,10:30:00,6,22.3,16.9,0.48
16,1.0,1.0,23.0,173.0,71.4,23.86,-0.06,0.0,-1.0,1.0,1.0,1,2021/1/17,11:00:00,6,25.3,14.4,0.72
17,1.0,1.0,23.0,173.0,71.4,23.86,-0.06,0.0,-1.0,1.0,1.0,1,2021/1/17,11:30:00,6,25.8,13.8,0.84
18,1.0,1.0,23.0,173.0,71.4,23.86,-0.06,0.0,-1.0,1.0,1.0,1,2021/1/17,12:00:00,6,26.3,13.3,0.12
19,1.0,1.0,23.0,173.0,71.4,23.86,-0.06,0.0,-1.0,1.0,2.0,1,2021/1/17,14:30:00,6,27.3,11.6,0.84
20,1.0,1.0,23.0,173.0,71.4,23.86,-0.06,0.0,-1.0,1.0,1.0,1,2021/1/17,15:00:00,6,25.5,13.8,0.12
21,1.0,1.0,23.0,173.0,71.4,23.86,-0.06,0.0,-1.0,1.0,1.0,1,2021/1/17,15:30:00,6,25.3,14.2,0.84
22,1.0,1.0,23.0,173.0,71.4,23.86,-0.06,0.0,-1.0,1.0,1.0,1,2021/1/17,16:00:00,6,25.4,14.4,0.84
23,1.0,1.0,23.0,173.0,71.4,23.86,-0.06,0.0,-1.0,1.0,1.0,1,2021/1/17,16:30:00,6,25.3,14.3,0.48
24,1.0,1.0,23.0,173.0,71.4,23.86,-0.06,0.0,-1.0,1.0,1.0,1,2021/1/17,17:00:00,6,25.2,14.6,0.6
25,1.0,1.0,23.0,173.0,71.4,23.86,-0.06,0.0,-1.0,1.0,1.0,1,2021/1/17,17:30:00,6,24.9,14.7,0.36
476,5.0,0.0,23.0,161.0,50.0,19.29,-0.25,2.0,0.0,-1.0,0.0,1,2021/1/17,09:00:00,1,15.509999999999998,15.7,0.24
477,5.0,0.0,23.0,161.0,50.0,19.29,-0.25,2.0,0.0,-1.0,0.0,1,2021/1/17,09:30:00,1,20.39,17.4,0.6
478,5.0,0.0,23.0,161.0,50.0,19.29,-0.25,2.0,0.0,-1.0,1.0,1,2021/1/17,10:00:00,1,23.29,17.5,0.72
479,5.0,0.0,23.0,161.0,50.0,19.29,-0.25,2.0,0.0,-1.0,1.0,1,2021/1/17,10:30:00,1,21.64,16.9,0.72
480,5.0,0.0,23.0,161.0,50.0,19.29,-0.25,2.0,0.0,-1.0,1.0,1,2021/1/17,11:00:00,1,22.74,14.4,0.72
